train_id,train_name,route,departure_times
1179,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:05:18,Cilebut:05:27,Bojonggede:05:33,Citayam:05:39,Depok:05:45,Depok Baru:05:49,Pondok Cina:05:51,Univ. Indonesia:05:55,Univ. Pancasila:05:57,Lenteng Agung:05:58,Tanjung Barat:06:00,Pasar Minggu:06:08,Pasar Minggu Baru:06:10,Duren Kalibata:06:11,Cawang:06:12,Tebet:06:13,Manggarai:06:21,Cikini:06:23,Gondangdia:06:25,Juanda:06:33,Sawah Besar:06:34,Mangga Besar:06:35,Jayakarta:06:41,Jakarta Kota:06:44"
1183,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:05:28,Cilebut:05:37,Bojonggede:05:43,Citayam:05:49,Depok:05:55,Depok Baru:06:00,Pondok Cina:06:02,Univ. Indonesia:06:06,Univ. Pancasila:06:08,Lenteng Agung:06:09,Tanjung Barat:06:11,Pasar Minggu:06:20,Pasar Minggu Baru:06:22,Duren Kalibata:06:23,Cawang:06:24,Tebet:06:25,Manggarai:06:33,Cikini:06:35,Gondangdia:06:37,Juanda:06:45,Sawah Besar:06:46,Mangga Besar:06:47,Jayakarta:06:53,Jakarta Kota:06:56"
1189,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai","Bogor:05:36,Cilebut:05:45,Bojonggede:05:51,Citayam:05:58,Depok:06:05,Depok Baru:06:10,Pondok Cina:06:12,Univ. Indonesia:06:16,Univ. Pancasila:06:18,Lenteng Agung:06:19,Tanjung Barat:06:21,Pasar Minggu:06:29,Pasar Minggu Baru:06:31,Duren Kalibata:06:32,Cawang:06:33,Tebet:06:34,Manggarai:06:42"
1007,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:05:48,Cilebut:05:57,Bojonggede:06:03,Citayam:06:09,Depok:06:15,Depok Baru:06:20,Pondok Cina:06:22,Univ. Indonesia:06:26,Univ. Pancasila:06:28,Lenteng Agung:06:29,Tanjung Barat:06:31,Pasar Minggu:06:40,Pasar Minggu Baru:06:42,Duren Kalibata:06:43,Cawang:06:44,Tebet:06:45,Manggarai:06:53,Cikini:06:55,Gondangdia:06:57,Juanda:07:05,Sawah Besar:07:06,Mangga Besar:07:07,Jayakarta:07:14,Jakarta Kota:07:17"
1191,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:05:53,Cilebut:06:02,Bojonggede:06:08,Citayam:06:14,Depok:06:20,Depok Baru:06:24,Pondok Cina:06:26,Univ. Indonesia:06:31,Univ. Pancasila:06:33,Lenteng Agung:06:34,Tanjung Barat:06:36,Pasar Minggu:06:44,Pasar Minggu Baru:06:46,Duren Kalibata:06:47,Cawang:06:48,Tebet:06:49,Manggarai:06:57,Cikini:06:59,Gondangdia:07:01,Juanda:07:09,Sawah Besar:07:10,Mangga Besar:07:11,Jayakarta:07:18,Jakarta Kota:07:21"
1009,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai","Bogor:06:02,Cilebut:06:12,Bojonggede:06:19,Citayam:06:25,Depok:06:31,Depok Baru:06:25,Pondok Cina:06:27,Univ. Indonesia:06:41,Univ. Pancasila:06:43,Lenteng Agung:06:44,Tanjung Barat:06:46,Pasar Minggu:06:55,Pasar Minggu Baru:06:57,Duren Kalibata:06:58,Cawang:06:59,Tebet:07:00,Manggarai:07:08"
1193,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:06:08,Cilebut:06:17,Bojonggede:06:23,Citayam:06:29,Depok:06:35,Depok Baru:06:39,Pondok Cina:06:41,Univ. Indonesia:06:46,Univ. Pancasila:06:48,Lenteng Agung:06:49,Tanjung Barat:06:51,Pasar Minggu:06:59,Pasar Minggu Baru:07:01,Duren Kalibata:07:02,Cawang:07:03,Tebet:07:04,Manggarai:07:12,Cikini:07:14,Gondangdia:07:16,Juanda:07:24,Sawah Besar:07:25,Mangga Besar:07:26,Jayakarta:07:31,Jakarta Kota:07:34"
1197,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:06:18,Cilebut:06:27,Bojonggede:06:33,Citayam:06:39,Depok:06:45,Depok Baru:06:49,Pondok Cina:06:51,Univ. Indonesia:06:55,Univ. Pancasila:06:57,Lenteng Agung:06:58,Tanjung Barat:07:00,Pasar Minggu:07:08,Pasar Minggu Baru:07:10,Duren Kalibata:07:11,Cawang:07:12,Tebet:07:13,Manggarai:07:24,Cikini:07:26,Gondangdia:07:28,Juanda:07:36,Sawah Besar:07:37,Mangga Besar:07:38,Jayakarta:07:44,Jakarta Kota:07:47"
1011,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai","Bogor:06:22,Cilebut:06:31,Bojonggede:06:37,Citayam:06:43,Depok:06:49,Depok Baru:06:53,Pondok Cina:06:55,Univ. Indonesia:06:59,Univ. Pancasila:07:01,Lenteng Agung:07:02,Tanjung Barat:07:04,Pasar Minggu:07:12,Pasar Minggu Baru:07:14,Duren Kalibata:07:15,Cawang:07:16,Tebet:07:17,Manggarai:07:24"
1203,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:06:38,Cilebut:06:47,Bojonggede:06:53,Citayam:06:59,Depok:07:05,Depok Baru:07:09,Pondok Cina:07:11,Univ. Indonesia:07:15,Univ. Pancasila:07:17,Lenteng Agung:07:18,Tanjung Barat:07:20,Pasar Minggu:07:28,Pasar Minggu Baru:07:30,Duren Kalibata:07:31,Cawang:07:32,Tebet:07:33,Manggarai:07:43,Cikini:07:45,Gondangdia:07:47,Juanda:07:55,Sawah Besar:07:56,Mangga Besar:07:57,Jayakarta:08:04,Jakarta Kota:08:07"
1205,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:06:43,Cilebut:06:52,Bojonggede:06:58,Citayam:07:04,Depok:07:10,Depok Baru:07:14,Pondok Cina:07:16,Univ. Indonesia:07:20,Univ. Pancasila:07:22,Lenteng Agung:07:23,Tanjung Barat:07:25,Pasar Minggu:07:34,Pasar Minggu Baru:07:36,Duren Kalibata:07:37,Cawang:07:38,Tebet:07:39,Manggarai:07:47,Cikini:07:49,Gondangdia:07:51,Juanda:07:59,Sawah Besar:08:00,Mangga Besar:08:01,Jayakarta:08:09,Jakarta Kota:08:12"
1207,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:06:48,Cilebut:06:57,Bojonggede:07:03,Citayam:07:09,Depok:07:15,Depok Baru:07:19,Pondok Cina:07:21,Univ. Indonesia:07:25,Univ. Pancasila:07:27,Lenteng Agung:07:28,Tanjung Barat:07:30,Pasar Minggu:07:38,Pasar Minggu Baru:07:40,Duren Kalibata:07:41,Cawang:07:42,Tebet:07:43,Manggarai:07:54,Cikini:07:56,Gondangdia:07:58,Juanda:08:06,Sawah Besar:08:07,Mangga Besar:08:08,Jayakarta:08:14,Jakarta Kota:08:17"
1209,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:06:54,Cilebut:07:03,Bojonggede:07:09,Citayam:07:15,Depok:07:21,Depok Baru:07:25,Pondok Cina:07:27,Univ. Indonesia:07:31,Univ. Pancasila:07:33,Lenteng Agung:07:34,Tanjung Barat:07:36,Pasar Minggu:07:45,Pasar Minggu Baru:07:47,Duren Kalibata:07:48,Cawang:07:49,Tebet:07:50,Manggarai:07:58,Cikini:08:00,Gondangdia:08:02,Juanda:08:10,Sawah Besar:08:11,Mangga Besar:08:12,Jayakarta:08:18,Jakarta Kota:08:21"
1213,Commuter Line Bogor,"Bogor,Cilebut,Bojonggede,Citayam,Depok,Depok Baru,Pondok Cina,Univ. Indonesia,Univ. Pancasila,Lenteng Agung,Tanjung Barat,Pasar Minggu,Pasar Minggu Baru,Duren Kalibata,Cawang,Tebet,Manggarai,Cikini,Gondangdia,Juanda,Sawah Besar,Mangga Besar,Jayakarta,Jakarta Kota","Bogor:07:08,Cilebut:07:17,Bojonggede:07:23,Citayam:07:29,Depok:07:35,Depok Baru:07:39,Pondok Cina:07:41,Univ. Indonesia:07:45,Univ. Pancasila:07:47,Lenteng Agung:07:48,Tanjung Barat:07:50,Pasar Minggu:07:59,Pasar Minggu Baru:08:01,Duren Kalibata:08:02,Cawang:08:03,Tebet:08:04,Manggarai:08:13,Cikini:08:15,Gondangdia:08:17,Juanda:08:25,Sawah Besar:08:26,Mangga Besar:08:27,Jayakarta:08:35,Jakarta Kota:08:38"
